car,price,body,mileage,engV,engType,registration,year,model,drive
Volkswagen,0,vagon,217,2,Diesel,no,2008,Passat B6,full
Daewoo,3950,hatch,36,0.8,Petrol,yes,2011,Matiz,front
Tesla,58000,sedan,8,NA,Other,yes,2013,Model S,front
BMW,63500,crossover,33,3,Petrol,yes,2015,X5,full
Lexus,57800,crossover,60,5.7,Petrol,yes,2011,LX 570,full
Renault,6800,van,131,1.5,Diesel,yes,2013,Kangoo груз.,front
Tesla,59000,sedan,30,NA,Other,yes,2013,Model S,rear
Nissan,19000,crossover,70,1.6,Petrol,yes,2012,Qashqai,front
Toyota,14700,sedan,131,3.5,Gas,yes,2007,Camry,front
Smart,10700,other,23,1,Petrol,yes,2014,Fortwo,
Mercedes-Benz,41900,sedan,95,6.2,Petrol,yes,2011,S 500,
Lexus,6000,sedan,350,3,Petrol,yes,1996,GS 300,rear
Toyota,23000,other,211,4,Gas,yes,2007,Land Cruiser Prado,full
Mazda,2700,other,450,2,Gas,yes,1989,626,front
Hyundai,6200,hatch,121,1.4,Gas,yes,2008,Getz,front
Toyota,28900,crossover,20,2.5,Petrol,yes,2013,Rav 4,full
Volkswagen,19100,sedan,4,1.6,Other,yes,2016,Jetta,front
BMW,1500,sedan,270,2.5,Diesel,no,1992,525,rear
Renault,5400,vagon,181,1.5,Diesel,no,2010,Megane,front
Nissan,15700,hatch,22,0.11,Other,yes,2013,Leaf,front
BMW,26900,crossover,170,3,Diesel,yes,2008,X5,full
Volkswagen,10600,van,120,2,Diesel,yes,2007,Touran,front
Honda,16777,sedan,77,2.4,Petrol,yes,2011,Accord,front
Land Rover,102999,crossover,39,5,Petrol,yes,2014,Range Rover,full
Mitsubishi,16900,crossover,126,3,Gas,yes,2008,Pajero Wagon,full
BMW,8500,other,265,2.8,Gas,yes,1998,328,rear
Mercedes-Benz,17800,van,162,1.8,Diesel,yes,2012,B 180,front
Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011,E-Class,rear
Mitsubishi,7200,sedan,83,1.6,Other,yes,2007,Lancer,front
Volkswagen,8599,van,169,1.6,Diesel,yes,2011,Caddy груз.,front
BMW,6400,other,220,2.5,Petrol,yes,1997,323,rear
Ford,6450,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
Audi,3600,sedan,374,2.5,Diesel,no,2001,A8,full
Chevrolet,5999,sedan,121,1.6,Petrol,yes,2008,Lacetti,front
Mazda,25000,sedan,0,2,Other,yes,2016,6,front
Ford,6450,hatch,149,1.4,Petrol,yes,2007,Fiesta,front
Land Rover,47500,crossover,63,4.4,Diesel,yes,2012,Range Rover,full
Ford,6450,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
Subaru,10500,sedan,125,2,Petrol,yes,2007,Legacy,full
BMW,28900,sedan,78,2,Petrol,yes,2012,528,rear
Toyota,15500,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,full
Nissan,15656.589,crossover,0,1.6,Petrol,yes,2016,Juke,front
Opel,6700,sedan,335,2.5,Gas,yes,1998,Omega,rear
Tesla,159600,sedan,7,NA,Other,yes,2016,Model S,rear
Peugeot,6000,sedan,171,2,Petrol,yes,2006,407,front
Nissan,6700,sedan,80,1.8,Petrol,yes,2003,Primera,front
Lexus,15000,sedan,147,2.5,Other,yes,2007,IS 250,rear
Nissan,16800,crossover,70,2,Petrol,yes,2013,Qashqai,
Land Rover,99000,crossover,50,4.4,Diesel,yes,2013,Range Rover,full
Mercedes-Benz,6999,sedan,288,3.2,Gas,yes,2001,E-Class,rear
Land Rover,52000,crossover,70,4.4,Diesel,yes,2012,Range Rover,full
Porsche,60000,other,11,3.8,Petrol,yes,2010,911,rear
Mercedes-Benz,72700,van,42,2.2,Diesel,yes,2014,V 250,full
Opel,4200,sedan,290,2,Petrol,yes,1997,Omega,rear
Mazda,6800,hatch,208,2,Petrol,yes,2003,6,front
Mercedes-Benz,13500,sedan,317,5,Petrol,yes,2001,S 500,rear
Volkswagen,11000,vagon,210,1.9,Diesel,yes,2008,Touran,front
Subaru,17000,crossover,28,2,Petrol,yes,2010,Forester,full
Toyota,39000,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full
Mercedes-Benz,53500,crossover,46,5.5,Petrol,yes,2008,G 500,full
Toyota,28999,sedan,86,3.5,Petrol,yes,2013,Camry,front
Honda,13700,sedan,120,3.5,Petrol,yes,2008,Accord,front
BMW,42000,sedan,5,2,Petrol,yes,2016,520,rear
Subaru,12200,other,103,2,Diesel,yes,2009,Legacy,full
Hyundai,25600,crossover,94,2,Diesel,yes,2013,IX35,full
Volkswagen,12000,sedan,186,3.2,Petrol,yes,2006,Passat B6,full
Audi,2850,vagon,280,2.5,Diesel,no,1999,A6,
Subaru,9700,crossover,230,2.5,Gas,yes,2006,Forester,full
Chevrolet,8800,sedan,110,1.6,Gas,yes,2013,Lacetti,full
Volkswagen,8900,other,180,1.9,Diesel,yes,2010,Caddy груз.,front
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
BMW,75555,sedan,30,4.4,Petrol,yes,2014,550,full
Land Rover,95555,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear
Opel,10950,sedan,44,1.6,Gas,yes,2012,Astra H,front
Mazda,2800,hatch,100,2,Petrol,yes,1992,626,front
Land Rover,79450,other,0,NA,Diesel,yes,2016,Range Rover Sport,
Subaru,8400,sedan,170,3,Petrol,yes,2004,Legacy,full
Toyota,12900,sedan,177,2.4,Gas,yes,2009,Camry,front
Toyota,8900,sedan,115,1.6,Petrol,yes,2008,Corolla,front
Ford,2500,sedan,313,1.6,Petrol,yes,1993,Mondeo,front
Renault,9500,vagon,78,1.5,Diesel,yes,2014,Kangoo груз.,front
Opel,6800,vagon,170,1.3,Diesel,yes,2006,Astra H,front
BMW,26999,crossover,180,4.8,Gas,yes,2008,X5,full
Renault,7250,van,83,NA,Other,yes,2013,Kangoo груз.,
Toyota,27700,sedan,21,2.5,Petrol,yes,2015,Camry,front
Subaru,29500,crossover,0,2.5,Petrol,yes,2015,Forester,full
Renault,5300,van,145,1.5,Other,yes,2010,Kangoo груз.,front
Toyota,9100,sedan,151,1.6,Gas,yes,2007,Corolla,front
Subaru,14300,crossover,110,2.5,Petrol,yes,2008,Forester,full
Ford,14999,crossover,79,2.5,Petrol,yes,2013,Kuga,full
BMW,6500,sedan,298,2.5,Petrol,yes,1998,523,rear
Renault,6600,van,134,1.5,Diesel,yes,2011,Kangoo груз.,front
Chevrolet,5450,sedan,242,1.6,Gas,yes,2004,Lacetti,front
Audi,23800,crossover,205,4.2,Gas,yes,2007,Q7,full
Toyota,20859.15,crossover,1,2,Petrol,yes,2016,Rav 4,front
Volkswagen,33700,van,11,1.4,Petrol,yes,2016,Touran,front
Volkswagen,13000,sedan,140,2,Petrol,yes,2006,Jetta,front
Nissan,13300,crossover,127,3.5,Gas,yes,2007,Murano,full
Land Rover,44000,crossover,99,5,Petrol,yes,2010,Range Rover,full
Hyundai,39900,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Volkswagen,19000,sedan,109,1.8,Petrol,yes,2012,Passat B7,front
Ford,7200,hatch,114,1.4,Gas,yes,2009,Focus,front
Lexus,19999,crossover,142,3.5,Gas,yes,2008,RX 350,full
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front
BMW,2200,sedan,303,2.5,Diesel,no,1999,525,rear
BMW,3100,vagon,1,2,Diesel,no,2002,320,rear
Toyota,35500,crossover,165,4,Gas,yes,2011,Land Cruiser Prado,full
Kia,11200,sedan,60,1.6,Petrol,yes,2012,Rio,front
BMW,0,crossover,5,3,Diesel,yes,2016,X6,full
Smart,8800,other,26,1,Petrol,yes,2011,Fortwo,rear
Mitsubishi,8000,crossover,220,2.4,Gas,yes,2004,Outlander,full
Chevrolet,7800,vagon,142,1.8,Gas,yes,2010,Lacetti,front
Skoda,8500,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front
Volkswagen,13499,sedan,162,1.4,Petrol,yes,2012,Passat B7,front
Smart,4200,other,130,99.99,Petrol,yes,2002,Fortwo,
Volkswagen,11500,other,189,2,Diesel,yes,2011,Caddy груз.,front
Hyundai,37400,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Renault,10999,van,207,2,Diesel,yes,2012,Trafic груз.,front
Mercedes-Benz,3500,van,395,2.3,Diesel,no,1997,Vito пасс.,front
Peugeot,17895.15,hatch,0,1.6,Diesel,yes,2016,308,front
Honda,13950,sedan,143,2,Petrol,yes,2008,Accord,rear
Mercedes-Benz,43500,sedan,59,4.6,Petrol,yes,2011,S 500,full
Hyundai,18900,crossover,145,2,Gas,yes,2011,IX35,full
Chery,3500,sedan,83,1.6,Petrol,yes,2008,Amulet,front
Lexus,0,crossover,22,4.5,Diesel,yes,2016,LX 450,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
BMW,0,sedan,240,2.8,Gas,yes,1997,528,rear
Volkswagen,23000,sedan,75,2,Petrol,yes,2013,Passat CC,
Hyundai,10800,crossover,142,2,Diesel,yes,2007,Tucson,full
Audi,4850,sedan,270,2.6,Petrol,yes,1995,A6,front
Audi,16000,sedan,250,2,Diesel,yes,2008,A6,
Mercedes-Benz,7900,other,206,2.2,Diesel,yes,2004,Vito пасс.,rear
Infiniti,33800,crossover,44,3.7,Petrol,yes,2012,FX 37,full
Ford,8900,sedan,117,2,Petrol,yes,2008,Mondeo,front
Honda,9850,sedan,140,2,Petrol,yes,2006,Accord,front
Nissan,14500,crossover,151,2.5,Diesel,yes,2006,Pathfinder,full
BMW,13700,crossover,270,4.6,Gas,yes,2004,X5,full
BMW,2900,vagon,236,2,Diesel,no,2001,320,rear
Volkswagen,8500,other,200,1.6,Diesel,yes,2011,Caddy груз.,front
Mazda,13500,crossover,69,NA,Petrol,yes,2008,CX-7,full
Honda,4800,sedan,1,1.6,Petrol,yes,1999,Civic,front
Mercedes-Benz,13600,van,190,2.2,Diesel,yes,2009,Vito пасс.,rear
Land Rover,53500,crossover,57,3,Diesel,yes,2013,Range Rover Sport,full
Nissan,16600,crossover,83,2,Petrol,yes,2013,X-Trail,full
Nissan,12300,sedan,115,2.5,Petrol,yes,2009,Teana,front
Smart,2300,hatch,91,0.6,Petrol,no,2002,Fortwo,rear
Lexus,74777,crossover,63,5.7,Gas,yes,2012,LX 570,full
Honda,14700,sedan,93,2,Petrol,yes,2009,Accord,
Mitsubishi,9500,crossover,225,2.4,Gas,yes,2004,Outlander,full
Daewoo,3650,sedan,64,1.4,Petrol,yes,2008,Lanos,front
Hyundai,16300,crossover,125,2.7,Gas,yes,2007,Santa FE,full
Ford,12000,hatch,44,1,Petrol,yes,2013,Focus,front
Toyota,3700,hatch,282,1.4,Petrol,yes,1995,Corolla,front
Hyundai,10800,crossover,106,2,Gas,yes,2007,Tucson,full
BMW,10999,sedan,225,3,Diesel,yes,2003,530,rear
Mercedes-Benz,0,crossover,63,5.5,Petrol,yes,2011,GL 550,full
Land Rover,85900,crossover,60,3,Diesel,yes,2013,Range Rover Sport,full
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full
Renault,7899,van,129,1.5,Other,yes,2014,Kangoo груз.,front
Toyota,11700,sedan,131,2.4,Petrol,yes,2007,Camry,front
Volkswagen,14500,sedan,1,1.6,Other,yes,2016,Polo,front
Mercedes-Benz,15300,other,120,2.6,Petrol,yes,2004,CLK 240,rear
Mercedes-Benz,35500,crossover,99,5,Gas,yes,2005,G 63 AMG,full
BMW,6500,sedan,335,2.8,Petrol,yes,1996,528,rear
Mercedes-Benz,44000,other,82,5.5,Petrol,yes,2010,S 500,full
Mercedes-Benz,12000,van,177,NA,Diesel,yes,2013,Vito груз.,rear
Ford,10400,hatch,45,1,Petrol,yes,2013,Focus,front
VAZ,0,sedan,13,1.6,Petrol,yes,2012,2115,front
Nissan,18000,hatch,45,NA,Other,yes,2013,Leaf,front
Nissan,12500,crossover,107,2,Gas,yes,2008,Qashqai,full
BMW,32500,crossover,152,3,Diesel,yes,2008,X5,full
Toyota,24000,crossover,73,4,Petrol,yes,2008,Land Cruiser Prado,full
Audi,29602.95,sedan,1,1.4,Petrol,yes,2016,A4,front
Volkswagen,13500,van,124,2,Diesel,yes,2013,T5 (Transporter) груз,front
Toyota,15500,crossover,146,2.4,Gas,yes,2008,Rav 4,full
BMW,15000,other,205,NA,Petrol,yes,2004,530,rear
Volvo,23880,sedan,127,3,Petrol,yes,2011,S80,full
BMW,13900,crossover,184,3,Gas,yes,2004,X5,full
Nissan,15500,hatch,41,NA,Other,yes,2014,Leaf,full
Mercedes-Benz,250000,other,6,5.5,Petrol,yes,2016,S 63 AMG,full
Nissan,15000,hatch,22,NA,Other,yes,2014,Leaf,front
Toyota,19800,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full
Mercedes-Benz,249999,other,3,5.5,Petrol,yes,2016,S 63 AMG,full
Porsche,18500,crossover,200,3.2,Gas,yes,2005,Cayenne,full
Subaru,10900,crossover,160,3,Petrol,yes,2006,Tribeca,full
Volkswagen,0,van,146,2.5,Diesel,yes,2009,T5 (Transporter) пасс.,full
Bentley,55555,other,45,6,Petrol,yes,2005,Continental,full
VAZ,3300,sedan,200,1.5,Gas,yes,2004,2115,front
BMW,11400,sedan,206,3,Petrol,yes,2003,530,rear
Ford,10066.485,hatch,1,1.25,Petrol,yes,2015,Fiesta,front
Toyota,20800,sedan,49,3.5,Petrol,yes,2011,Camry,front
Renault,6300,van,73,1.5,Diesel,yes,2008,Kangoo пасс.,front
Mitsubishi,2600,other,200,2.4,Petrol,no,2002,Lancer,front
Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front
SsangYong,11400,crossover,153,NA,Diesel,yes,2010,Kyron,full
Toyota,18400,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full
Chevrolet,6700,hatch,88,1.6,Petrol,yes,2009,Lacetti,
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Toyota,8300,sedan,140,3,Petrol,yes,2002,Camry,
Hyundai,11200,crossover,78,2,Petrol,yes,2009,Tucson,full
Audi,20500,sedan,155,3,Petrol,yes,2010,A6,full
Hyundai,13800,other,57,1.6,Petrol,yes,2012,Elantra,front
Mercedes-Benz,16800,other,266,3,Diesel,yes,2007,E-Class,rear
Volkswagen,37900,crossover,73,3,Diesel,yes,2012,Touareg,full
Volkswagen,8700,other,520,2.5,Diesel,yes,1999,T4 (Transporter) пасс.,front
Mercedes-Benz,15200,sedan,195,3,Diesel,yes,2007,E-Class,rear
Audi,2650,vagon,270,2.5,Diesel,no,2001,A6,front
Toyota,14500,sedan,127,2.4,Gas,yes,2008,Camry,front
Ford,5700,hatch,190,1.2,Petrol,yes,2008,Fiesta,front
BMW,13500,sedan,233,3,Diesel,yes,2003,530,rear
Mercedes-Benz,31900,sedan,97,2.2,Diesel,yes,2011,E-Class,rear
Mazda,0,sedan,350,2,Other,yes,2003,6,
Mercedes-Benz,11800,sedan,167,3.2,Diesel,yes,2003,E-Class,rear
Audi,6399,vagon,230,2.5,Diesel,yes,1999,A6,front
Skoda,8800,sedan,140,1.8,Petrol,yes,2007,Superb,front
Audi,3800,sedan,270,2.5,Diesel,no,2000,A6,front
Mercedes-Benz,3550,sedan,274,3.2,Diesel,no,2002,E-Class,
Mercedes-Benz,39900,crossover,127,5.5,Petrol,yes,2010,GL 550,full
Porsche,49900,crossover,73,3,Diesel,yes,2011,Cayenne,full
Porsche,50900,crossover,53,3.6,Petrol,yes,2013,Cayenne,full
Volvo,10200,sedan,143,2.4,Other,yes,2006,S80,front
Mitsubishi,11700,crossover,197,3,Gas,yes,2006,Pajero Sport,full
Ford,1250,hatch,250,2,Petrol,yes,1986,Scorpio,rear
Volkswagen,20600,sedan,107,1.8,Petrol,yes,2012,Passat CC,front
Mercedes-Benz,9200,sedan,172,2.8,Petrol,yes,1997,E-Class,rear
Mercedes-Benz,26800,vagon,160,2.2,Diesel,yes,2014,E-Class,rear
Land Rover,26700,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full
Volkswagen,25999,sedan,60,1.8,Petrol,yes,2014,Passat B7,front
Volkswagen,7600,van,158,2,Diesel,yes,2009,Caddy груз.,front
Hyundai,9300,sedan,90,1.6,Petrol,yes,2011,Elantra,front
Mercedes-Benz,140000,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full
Skoda,5200,vagon,175,1.4,Petrol,yes,2004,Fabia,front
Ford,19000,sedan,21,2,Petrol,yes,2012,Mondeo,front
BMW,21500,other,72,3,Petrol,yes,2007,Z4,rear
Toyota,24800,crossover,90,4,Petrol,yes,2008,FJ Cruiser,full
Mercedes-Benz,46700,sedan,115,5.5,Petrol,yes,2011,S 500,full
Subaru,9999,sedan,76,2,Petrol,yes,2008,Legacy,full
Ford,19500,hatch,35,2.3,Petrol,yes,2013,Mondeo,front
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full
Toyota,37600,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full
Kia,18700,other,87,2.2,Diesel,yes,2010,Sorento,full
BMW,2450,sedan,328,2.5,Diesel,no,1996,525,rear
Fiat,7800,van,1,NA,Diesel,yes,2010,Doblo пасс.,
Skoda,12300,other,102,1.8,Petrol,yes,2010,Octavia A5,front
Volkswagen,19900,other,112,2,Petrol,yes,2012,Passat CC,front
Porsche,16900,crossover,120,3.2,Petrol,yes,2005,Cayenne,full
Volkswagen,20900,sedan,82,2,Diesel,yes,2012,Passat B7,front
Hyundai,10500,crossover,120,2.7,Petrol,yes,2006,Tucson,full
BMW,17900,other,98,3,Petrol,yes,2007,Z4,rear
Toyota,19000,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full
Audi,55000,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
Mercedes-Benz,124999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Bentley,222222,other,0,6,Petrol,yes,2015,Continental,full
Renault,7499,van,123,1.5,Diesel,yes,2009,Kangoo пасс.,front
Volkswagen,6500,vagon,101,2,Diesel,yes,2011,Passat B6,front
Honda,10999,sedan,130,1.8,Petrol,yes,2007,Civic,front
Subaru,13000,crossover,110,3,Petrol,yes,2006,Tribeca,full
Volkswagen,0,van,207,2,Diesel,yes,2012,T5 (Transporter) груз,front
Hyundai,28888,crossover,20,2.2,Diesel,yes,2013,Santa FE,full
Volkswagen,0,van,239,2,Diesel,yes,2012,T5 (Transporter) пасс.,front
Mercedes-Benz,21000,crossover,135,3.5,Petrol,yes,2007,ML 350,full
Mercedes-Benz,39900,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear
Mercedes-Benz,11000,sedan,319,2.2,Diesel,yes,2003,220,rear
Volkswagen,10600,van,153,1.6,Diesel,yes,2012,Caddy груз.,
Mercedes-Benz,12700,van,160,3,Diesel,yes,2007,Vito пасс.,rear
Nissan,15861,hatch,29,NA,Other,yes,2014,Leaf,front
Renault,6400,van,136,1.5,Diesel,yes,2012,Kangoo груз.,front
Chevrolet,4450,crossover,164,1.7,Other,yes,2006,Niva,full
Skoda,3300,sedan,234,1.8,Petrol,no,2002,Superb,front
Renault,2700,other,160,2,Petrol,no,2001,Megane,front
Toyota,16000,crossover,250,4.7,Gas,yes,2001,Land Cruiser 100,full
Audi,0,crossover,1,3,Diesel,yes,2016,A6 Allroad,full
Opel,12800,van,190,1.7,Diesel,yes,2011,Zafira,front
Hyundai,27768.975,crossover,1,2.2,Diesel,yes,2015,Santa FE,front
Toyota,37500,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,full
Nissan,21303.75,crossover,1,2,Petrol,yes,2015,Qashqai,front
BMW,39600,crossover,98,3,Petrol,yes,2011,X6,full
Ford,0,sedan,200,2.5,Diesel,yes,1996,Scorpio,rear
Nissan,14673,hatch,34,NA,Other,yes,2013,Leaf,front
Kia,19600,crossover,80,2,Gas,yes,2013,Sportage,full
Chevrolet,8900,sedan,58,2,Petrol,yes,2012,Epica,front
BMW,30500,sedan,630,NA,Petrol,yes,2010,523,rear
BMW,29500,sedan,850,NA,Petrol,yes,2011,523,rear
Nissan,14500,crossover,740,2,Petrol,yes,2008,X-Trail,full
VAZ,3350,sedan,154,1.6,Gas,yes,2008,21099,front
Hyundai,11999,sedan,162,2.2,Diesel,yes,2006,Santa FE,full
Chevrolet,4999,sedan,135,1.5,Gas,yes,2008,Aveo,front
Volkswagen,2450,sedan,200,1.3,Gas,yes,1991,Jetta,front
Toyota,11999,sedan,139,3.5,Petrol,yes,2008,Camry,front
Hyundai,9500,crossover,87,2,Gas,yes,2008,Tucson,
Mercedes-Benz,39900,sedan,84,5.5,Petrol,yes,2011,S 500,full
Nissan,14246,hatch,42,NA,Other,yes,2013,Leaf,front
Chevrolet,6300,hatch,81,1.6,Petrol,yes,2009,Lacetti,front
Volkswagen,12000,van,196,2,Diesel,yes,2011,T5 (Transporter) груз,front
BMW,33000,sedan,147,3,Diesel,yes,2009,730,rear
Hyundai,15999,crossover,87,2.4,Gas,yes,2011,Santa FE,full
Skoda,15800,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front
Skoda,3400,hatch,220,1.9,Diesel,no,2002,Octavia,front
BMW,49900,other,82,3,Petrol,yes,2012,640,rear
Hyundai,12333,crossover,78,2,Petrol,yes,2009,Tucson,full
Skoda,15500,vagon,112,1.8,Petrol,yes,2011,Superb,front
Volkswagen,9200,sedan,195,2,Petrol,yes,2006,Passat B6,front
Skoda,9100,sedan,170,1.6,Petrol,yes,2007,Octavia A5,front
Ford,15999,sedan,67,2,Petrol,yes,2011,Mondeo,front
Nissan,11800,crossover,140,2,Petrol,yes,2009,Qashqai,full
Volkswagen,3000,sedan,240,1.8,Petrol,yes,1991,Jetta,front
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Chevrolet,5200,sedan,11,NA,Petrol,yes,2007,Aveo,front
Volkswagen,10800,other,146,1.6,Diesel,yes,2012,Caddy,front
BMW,16800,crossover,250,3,Diesel,yes,2004,X5,full
Land Rover,19500,crossover,169,4.2,Gas,yes,2007,Range Rover Sport,full
Opel,15500,van,180,2,Diesel,yes,2010,Vivaro пасс.,front
VAZ,2900,sedan,84,1.6,Petrol,yes,2007,21099,front
Skoda,17900,sedan,57,1.4,Petrol,yes,2012,Superb,front
BMW,23999,crossover,194,3,Petrol,yes,2007,X5,full
Nissan,115916.4825,other,1,3.8,Petrol,yes,2016,GT-R,full
Mercedes-Benz,69900,sedan,76,6,Petrol,yes,2010,S 500,rear
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full
VAZ,3600,sedan,35,1.5,Petrol,yes,2009,2107,rear
Opel,7500,sedan,107,1.4,Petrol,yes,2007,Astra G,front
Skoda,12300,sedan,102,1.6,Petrol,yes,2012,Octavia A5,front
Hyundai,10200,sedan,59,1.4,Petrol,yes,2012,Accent,front
Nissan,15658,hatch,49,NA,Other,yes,2013,Leaf,front
Hyundai,9550,crossover,138,2,Gas,yes,2007,Tucson,front
Volkswagen,9850,van,126,2,Diesel,yes,2012,Caddy груз.,front
Opel,1850,hatch,316,2,Diesel,no,1999,Astra G,front
Volkswagen,19500,sedan,128,1.8,Petrol,yes,2013,Passat B7,front
Honda,5200,other,200,1.7,Gas,yes,2002,Civic,front
Honda,4000,hatch,260,1.5,Petrol,yes,1999,Civic,front
Mercedes-Benz,29000,crossover,139,3.5,Gas,yes,2009,ML 350,full
Volkswagen,15000,other,280,2.8,Diesel,yes,2006,LT пасс.,rear
Toyota,10700,sedan,57,1.3,Petrol,yes,2010,Corolla,front
Renault,0,van,159,1.5,Diesel,yes,2011,Kangoo груз.,front
Audi,0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
Porsche,51000,crossover,52,3,Diesel,yes,2013,Cayenne,full
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,full
Ford,13000,other,200,4.6,Gas,yes,1994,Mustang GT,rear
Toyota,164500,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200,full
Volkswagen,0,van,124,1.6,Diesel,yes,2013,Caddy груз.,front
Mitsubishi,18700,crossover,97,3.2,Diesel,yes,2009,Pajero Wagon,full
Nissan,94500,other,18,3.8,Petrol,yes,2014,GT-R,full
Audi,16999,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,full
Land Rover,92000,crossover,0,5,Petrol,yes,2015,Range Rover Sport,full
Volkswagen,0,other,142,2.5,Diesel,yes,2007,Multivan,full
Mitsubishi,5900,sedan,170,1.6,Petrol,yes,2007,Lancer,front
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front
Nissan,19800,hatch,33,NA,Other,yes,2014,Leaf,front
Nissan,15444,hatch,61,NA,Other,yes,2013,Leaf,front
Hyundai,14900,sedan,74,2.4,Gas,yes,2012,Sonata,front
Nissan,12850,hatch,30,NA,Other,yes,2011,Leaf,front
Mitsubishi,9300,sedan,95,2,Petrol,yes,2008,Lancer X,front
Toyota,19500,crossover,150,4,Petrol,yes,2005,Land Cruiser Prado,full
Citroen,19000,sedan,123,1.6,Petrol,yes,2013,DS5,front
Lexus,43800,crossover,85,5.7,Gas,yes,2009,LX 570,full
Mercedes-Benz,32000,crossover,96,3.5,Petrol,yes,2010,ML 350,full
Toyota,10500,sedan,185,1.6,Petrol,yes,2008,Corolla,front
Hyundai,33500,sedan,0,2.4,Petrol,yes,2016,Sonata,front
Opel,4600,vagon,180,1.6,Petrol,yes,2000,Astra G,front
Chevrolet,5200,sedan,126,1.5,Gas,yes,2007,Aveo,front
Lexus,54500,crossover,118,5.7,Petrol,yes,2010,LX 570,full
Renault,2150,vagon,199,1.9,Diesel,no,2003,Laguna,front
BMW,1650,sedan,270,1.8,Petrol,no,1995,318,rear
BMW,3150,sedan,200,2,Diesel,no,1999,320,rear
Mercedes-Benz,45555,sedan,42,3,Diesel,yes,2011,S 350,rear
Volkswagen,16000,crossover,90,2,Petrol,yes,2011,Tiguan,full
Hyundai,21900,sedan,110,3,Petrol,yes,2012,Grandeur,front
Volkswagen,9555,van,152,1.6,Diesel,yes,2012,Caddy груз.,front
Volkswagen,10777,van,157,1.6,Diesel,yes,2012,Caddy груз.,front
Toyota,0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full
Volkswagen,11000,vagon,171,1.9,Diesel,yes,2009,Golf Variant,front
Audi,0,vagon,0,3,Diesel,yes,2016,A6 Allroad,full
Nissan,94900,other,18,3.8,Petrol,yes,2013,GT-R,full
Volkswagen,12700,hatch,156,1.6,Diesel,yes,2011,Golf VI,front
Daewoo,2750,sedan,147,1.3,Petrol,yes,2003,Sens,front
BMW,99999,other,0,3,Petrol,yes,2016,640,full
VAZ,3100,sedan,160,1.5,Petrol,yes,2006,21099,front
Renault,4200,sedan,310,1.4,Petrol,yes,2003,Symbol,front
Volkswagen,17777,van,250,2,Diesel,yes,2010,T6 (Transporter) пасс.,full
Mercedes-Benz,3799,sedan,210,2,Petrol,yes,1995,200,rear
Nissan,16238,hatch,27,NA,Other,yes,2013,Leaf,front
Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Ford,3050,sedan,260,1.6,Gas,yes,1994,Mondeo,front
Dodge,16000,other,138,5.7,Gas,yes,2006,RAM,full
Mercedes-Benz,14600,van,217,2.2,Diesel,yes,2012,Vito груз.,rear
Audi,7750,sedan,259,3,Diesel,no,2005,A6,full
BMW,16500,other,122,2.2,Petrol,yes,2005,520,rear
BMW,12600,sedan,219,3.6,Petrol,yes,2002,735,rear
Lexus,26900,crossover,161,4.7,Petrol,yes,2006,LX 470,full
